"index","pos","neg","len"
2031,49,20,965
2032,30,10,655
2033,27,11,502
2034,18,15,357
2035,11,5,240
2036,14,22,585
2037,5,5,164
2038,23,18,485
2039,40,28,1190
2040,15,6,220
2041,14,26,737
2042,17,8,311
2043,3,5,157
2044,35,26,707
2045,3,4,93
2046,28,21,679
2047,33,46,730
2048,28,19,645
2049,10,1,156
2050,29,11,474
2051,9,3,170
2052,9,8,162
2053,36,16,458
2054,14,9,292
2055,11,7,231
2056,48,19,729
2057,7,8,413
2058,1,2,28
2059,43,33,1122
2060,27,17,713
2061,24,18,596
2062,34,32,730
2063,14,16,307
2064,16,10,349
2065,33,33,698
2066,1,0,15
2067,0,2,34
2068,7,5,250
2069,59,23,1045
2070,41,42,921
2071,0,0,25
2072,0,1,39
2073,60,21,815
2074,32,17,567
2075,27,21,493
2076,2,0,44
2077,6,2,97
2078,4,1,95
2079,41,18,910
2080,34,12,705
2081,17,5,204
2082,11,5,235
2083,56,32,1050
2084,19,6,242
2085,12,8,258
2086,57,17,745
2087,26,13,452
2088,70,36,1084
2089,58,43,1275
2090,6,9,270
2091,33,27,1031
2092,8,4,133
2093,51,25,1064
2094,13,19,389
2095,8,17,445
2096,4,10,99
2097,8,4,99
2098,42,27,1051
2099,19,18,695
2100,38,31,787
2101,28,34,712
2102,22,14,518
2103,12,13,321
2104,41,38,861
2105,23,15,440
2106,2,3,70
2107,16,24,358
2108,33,22,806
2109,2,8,131
2110,2,6,107
2111,17,9,492
2112,18,13,460
2113,21,20,530
2114,2,8,107
2115,18,17,446
2116,6,4,87
2117,25,22,708
2118,4,8,95
2119,32,22,844
2120,18,22,550
2121,40,22,730
2122,27,24,563
2123,28,19,448
2124,22,23,608
2125,1,2,94
2126,95,24,3055
2127,187,70,4110
2128,20,6,369
2129,21,11,444
2130,37,7,875
2131,31,27,910
2132,34,14,663
2133,38,16,897
2134,53,25,1140
2135,6,3,196
2136,9,6,204
2137,12,7,369
2138,4,5,234
2139,203,89,4736
2140,10,8,215
2141,53,29,1009
2142,40,31,789
2143,26,20,711
2144,29,33,858
2145,33,35,1186
2146,45,30,1084
2147,23,17,534
2148,13,5,283
2149,56,13,1756
2150,31,3,938
2151,40,23,646
2152,49,19,1044
2153,43,34,929
2154,23,8,640
2155,18,13,562
2156,46,24,765
2157,66,39,1329
2158,44,48,1020
2159,25,19,624
2160,18,9,380
2161,38,35,1053
2162,28,24,797
2163,13,13,434
2164,23,5,422
2165,25,19,634
2166,35,19,613
2167,23,28,565
2168,16,26,556
2169,34,16,627
2170,11,7,350
2171,54,47,1007
2172,62,28,828
2173,6,3,136
2174,26,12,503
2175,6,11,254
2176,11,7,445
2177,31,23,683
2178,21,11,493
2179,28,7,484
2180,17,13,581
2181,11,7,275
2182,18,6,397
2183,16,11,444
2184,0,0,0
2185,3,2,132
2186,9,8,230
2187,37,20,575
2188,10,6,208
2189,10,12,247
2190,26,15,507
2191,26,16,366
2192,11,5,232
2193,138,91,2986
2194,11,4,287
2195,11,11,215
2196,37,34,927
2197,20,9,384
2198,10,17,645
2199,52,23,684
2200,21,12,773
2201,48,26,940
2202,8,5,174
2203,25,12,773
2204,14,11,283
2205,46,8,765
2206,33,20,947
2207,12,6,236
2208,24,14,551
2209,29,25,703
2210,39,29,664
2211,29,16,511
2212,47,16,643
2213,29,33,446
2214,38,36,675
2215,20,6,292
2216,46,27,572
2217,12,9,311
2218,10,6,247
2219,7,9,245
2220,13,9,359
2221,9,13,343
2222,0,1,31
2223,37,21,681
2224,31,30,629
2225,23,20,591
2226,31,25,616
2227,33,29,670
2228,33,30,743
2229,42,20,590
2230,29,17,614
2231,11,10,335
2232,70,27,920
2233,3,2,47
2234,27,23,446
2235,3,4,119
2236,43,32,729
2237,4,0,59
2238,0,1,52
2239,28,7,712
2240,28,7,712
2241,21,15,345
2242,1,2,23
2243,12,17,337
2244,22,6,354
2245,21,14,589
2246,162,81,3683
2247,15,11,625
2248,28,31,810
2249,27,5,825
2250,21,6,347
2251,21,16,480
2252,35,21,658
2253,11,6,433
2254,46,42,899
2255,1,5,87
2256,39,48,1003
2257,30,9,399
2258,17,16,447
2259,13,22,454
2260,55,27,892
2261,38,41,814
2262,4,4,121
2263,49,32,775
2264,7,11,350
2265,18,13,472
2266,8,14,319
2267,60,24,943
2268,4,8,168
2269,22,18,679
2270,0,1,56
2271,44,18,823
2272,27,21,533
2273,20,25,556
2274,4,3,107
2275,31,11,503
2276,39,29,755
2277,33,24,776
2278,42,28,866
2279,38,32,768
2280,42,28,866
2281,19,17,435
2282,3,2,90
2283,15,17,485
2284,17,35,572
2285,2,5,95
2286,40,48,1000
2287,18,21,421
2288,43,40,1145
2289,31,11,724
2290,17,16,445
2291,16,11,419
2292,51,14,1009
2293,17,9,528
2294,37,20,751
2295,36,12,775
2296,26,18,606
2297,43,32,1048
2298,15,11,372
2299,8,21,478
2300,22,17,854
2301,31,33,978
2302,19,9,314
2303,32,32,690
2304,11,4,346
2305,8,5,181
2306,32,25,778
2307,30,19,577
2308,17,10,404
2309,1,3,96
2310,3,2,115
2311,12,7,397
2312,23,15,472
2313,15,14,557
2314,0,0,0
2315,7,3,123
2316,64,37,872
2317,8,9,403
2318,17,20,623
2319,32,12,611
2320,8,17,374
2321,31,22,828
2322,6,5,142
2323,20,12,642
2324,14,8,234
2325,39,23,659
2326,7,6,273
2327,31,27,592
2328,5,5,117
2329,8,8,102
2330,39,8,316
2331,29,14,418
2332,4,7,139
2333,5,7,122
2334,25,29,657
2335,9,7,173
2336,13,18,269
2337,33,25,548
2338,28,24,689
2339,9,8,424
2340,2,0,38
2341,0,1,47
2342,36,29,669
2343,29,37,638
2344,37,27,788
2345,41,19,589
2346,31,17,614
2347,43,33,941
2348,81,34,1021
2349,18,15,591
2350,36,15,717
2351,15,13,563
2352,30,23,494
2353,3,0,23
2354,42,29,701
2355,36,27,582
2356,4,0,82
2357,50,27,1080
2358,2,2,40
2359,1,1,79
2360,4,1,78
2361,43,29,933
2362,3,2,60
2363,49,23,774
2364,7,5,119
2365,32,26,836
2366,63,20,760
2367,28,26,959
2368,27,23,717
2369,31,30,497
2370,5,7,124
2371,3,6,88
2372,5,1,116
2373,44,21,703
2374,33,23,919
2375,42,41,1035
2376,58,23,685
2377,17,9,378
2378,24,20,539
2379,32,26,932
2380,16,11,512
2381,1,5,101
2382,21,40,576
2383,4,4,116
2384,12,5,140
2385,35,19,631
2386,13,19,618
2387,0,3,89
2388,42,22,604
2389,26,5,322
2390,6,8,173
2391,17,11,490
2392,29,23,458
2393,65,48,1301
2394,41,30,909
2395,29,35,858
2396,12,10,379
2397,32,28,656
2398,6,2,121
2399,25,11,357
2400,96,43,1288
2401,54,36,1107
2402,7,2,141
2403,25,7,574
2404,41,17,1005
2405,51,18,722
2406,7,4,147
2407,7,12,287
2408,6,4,138
2409,41,29,1240
2410,48,28,1252
2411,46,22,1047
2412,7,3,155
2413,22,17,658
2414,26,18,495
2415,8,3,152
2416,37,21,753
2417,81,75,1615
2418,21,13,582
2419,30,21,720
2420,30,18,644
2421,35,8,832
2422,16,13,493
2423,15,5,403
2424,51,28,818
2425,60,53,1069
2426,66,35,1031
2427,4,10,220
2428,6,5,205
2429,21,5,516
2430,60,30,1121
2431,52,42,735
2432,5,3,72
2433,41,28,756
2434,41,26,775
2435,35,29,981
2436,7,6,175
2437,37,18,966
2438,37,34,884
2439,11,15,398
2440,55,41,1031
2441,28,16,492
2442,34,32,877
2443,23,9,314
2444,31,28,677
2445,27,50,924
2446,38,40,947
2447,4,5,134
2448,5,3,106
2449,49,29,845
2450,66,28,868
2451,57,38,762
2452,39,58,972
2453,13,10,465
2454,56,28,970
2455,11,4,286
2456,34,10,989
2457,2,9,91
2458,42,22,855
2459,111,66,2272
2460,7,5,295
2461,8,10,380
2462,50,35,894
2463,59,28,863
2464,49,30,861
2465,6,4,91
2466,78,60,1832
2467,66,26,1080
2468,15,11,305
2469,11,2,144
2470,12,5,239
2471,32,15,538
2472,101,44,1869
2473,108,63,1962
2474,17,6,326
2475,66,31,1348
2476,1,1,46
2477,36,12,536
2478,23,18,391
2479,67,42,1183
2480,22,6,487
2481,69,32,1117
2482,40,29,668
2483,46,35,1097
2484,108,55,2664
2485,21,10,349
2486,45,42,1085
2487,55,32,1041
2488,1,0,78
2489,8,1,159
2490,5,1,103
2491,18,6,345
2492,8,0,153
2493,16,7,478
2494,1,1,202
2495,1,0,94
2496,10,1,151
2497,9,2,153
2498,6,1,158
2499,8,1,123
2500,4,0,128
2501,4,1,151
2502,5,4,180
2503,3,3,128
2504,4,2,127
2505,4,4,163
2506,10,1,171
2507,1,1,91
2508,11,3,151
2509,7,0,138
2510,8,2,163
2511,79,36,1517
2512,7,5,213
2513,7,0,145
2514,5,3,151
2515,2,1,163
2516,23,8,546
2517,137,80,3021
2518,45,21,684
2519,23,8,457
2520,190,144,4749
2521,32,32,851
2522,29,15,352
2523,19,28,567
2524,235,147,5075
2525,35,13,543
2526,59,66,1460
2527,36,35,631
2528,34,22,501
2529,63,24,959
2530,18,17,520
2531,45,30,1017
2532,45,31,924
2533,61,24,804
2534,82,47,1717
2535,37,29,1188
2536,3,4,145
2537,22,23,882
2538,31,15,647
2539,36,15,665
2540,31,20,518
2541,28,13,662
2542,22,10,502
2543,20,11,550
2544,11,1,248
2545,17,17,592
2546,26,25,738
2547,72,13,2954
2548,55,12,2073
2549,55,14,2664
2550,72,11,2361
2551,18,15,536
2552,43,28,1057
2553,38,15,801
2554,29,13,849
2555,0,0,0
2556,16,15,657
2557,31,8,495
2558,8,13,426
2559,27,30,908
2560,1,0,6
2561,44,30,711
2562,50,35,886
2563,29,26,684
2564,38,34,853
2565,47,48,844
2566,55,37,1044
2567,18,14,416
2568,28,11,512
2569,31,19,435
2570,15,18,317
2571,23,22,420
2572,17,16,354
2573,60,37,1124
2574,36,50,952
2575,59,29,640
2576,59,44,876
2577,16,11,601
2578,41,18,888
2579,27,4,482
2580,72,42,1435
2581,33,18,874
2582,34,19,524
2583,23,23,724
2584,25,11,427
2585,21,26,702
2586,9,2,137
2587,154,109,3619
2588,39,22,860
2589,35,20,661
2590,7,12,317
2591,37,37,873
2592,42,34,760
2593,35,23,959
2594,18,26,574
2595,18,20,441
2596,48,30,1005
2597,36,36,680
2598,27,13,572
2599,1,0,32
2600,54,21,553
2601,25,12,711
2602,15,6,395
2603,35,22,750
2604,29,24,772
2605,52,22,685
2606,42,30,891
2607,37,24,551
2608,2,0,35
2609,66,25,934
2610,10,15,236
2611,15,31,441
2612,23,13,564
2613,31,26,768
2614,15,8,378
2615,6,0,84
2616,4,4,111
2617,78,18,995
2618,38,31,809
2619,59,39,1250
2620,46,36,1018
2621,8,1,156
2622,95,39,1567
2623,59,40,1498
2624,18,12,491
2625,44,13,884
2626,83,45,1663
2627,107,53,1867
2628,35,29,888
2629,6,0,91
2630,32,38,924
2631,22,35,1086
2632,48,39,993
2633,18,6,375
2634,31,14,734
2635,87,47,1186
2636,30,15,576
2637,4,5,188
2638,32,18,557
2639,22,14,549
2640,39,35,1010
2641,33,26,915
2642,34,39,820
2643,11,22,463
2644,3,0,29
2645,20,9,259
2646,59,37,1242
2647,54,15,927
2648,19,27,602
2649,59,51,1073
2650,38,30,1169
2651,21,21,449
2652,37,32,836
2653,27,11,556
2654,39,13,878
2655,65,16,970
2656,4,1,87
2657,25,10,423
2658,11,8,456
2659,30,23,544
2660,23,15,627
2661,67,24,821
2662,23,18,719
2663,49,22,862
2664,1,0,189
2665,11,5,476
2666,6,2,240
2667,43,37,784
2668,19,6,388
2669,35,14,637
2670,52,17,922
2671,40,44,968
2672,79,61,2142
2673,23,19,452
2674,41,34,938
2675,39,20,1107
2676,17,5,300
2677,5,7,302
2678,43,40,907
2679,10,12,483
2680,28,10,466
2681,14,13,339
2682,44,39,1008
2683,0,7,159
2684,26,15,632
2685,21,15,489
2686,76,49,1101
2687,4,5,127
2688,9,40,699
2689,31,25,712
2690,25,20,487
2691,55,16,1083
2692,6,2,117
2693,29,31,771
2694,12,17,213
2695,40,32,712
2696,19,18,283
2697,7,12,136
2698,51,30,1019
2699,41,35,660
2700,21,26,496
2701,23,7,300
2702,9,8,216
2703,13,10,309
2704,20,26,559
2705,31,20,596
2706,3,5,175
2707,0,1,22
2708,0,1,59
2709,34,21,837
2710,63,26,1194
2711,34,22,661
2712,17,18,472
2713,40,34,734
2714,6,2,105
2715,29,9,514
2716,25,29,855
2717,54,45,1059
2718,6,2,147
2719,2,1,62
2720,41,22,854
2721,52,28,713
2722,30,18,685
2723,1,1,35
2724,2,4,107
2725,35,15,802
2726,30,19,789
2727,10,3,195
2728,45,53,1122
2729,30,36,946
2730,46,19,812
2731,20,30,780
2732,28,21,875
2733,42,38,907
2734,45,22,879
2735,2,3,193
2736,9,9,504
2737,29,22,802
2738,30,15,518
2739,51,34,1157
2740,22,16,275
2741,34,27,878
2742,44,46,959
2743,20,19,652
2744,23,11,502
2745,47,50,1663
2746,16,12,402
2747,23,28,530
2748,28,20,669
2749,16,17,351
2750,53,19,864
2751,56,18,903
2752,54,20,975
2753,28,20,864
2754,51,22,964
2755,43,6,501
2756,30,20,597
2757,13,10,381
2758,43,25,919
2759,54,41,1114
2760,71,20,830
2761,28,15,469
2762,49,31,1103
2763,10,5,334
2764,41,17,675
2765,25,25,718
2766,41,21,1039
2767,27,21,956
2768,27,6,558
2769,7,4,246
2770,41,7,671
2771,18,13,381
2772,7,9,255
2773,39,16,802
2774,6,9,274
2775,49,46,1118
2776,3,1,64
2777,0,0,0
2778,6,1,84
2779,6,8,239
2780,6,3,243
2781,19,34,750
2782,33,13,457
2783,21,9,397
2784,28,34,825
2785,15,9,479
2786,34,11,693
2787,28,17,641
2788,6,8,236
2789,8,5,135
2790,9,7,293
2791,36,13,743
2792,24,14,654
2793,16,6,134
2794,13,10,299
2795,11,3,215
2796,28,18,637
2797,35,26,650
2798,9,9,211
2799,29,9,367
2800,24,15,332
2801,42,37,687
2802,36,22,654
2803,8,8,142
2804,9,5,214
2805,20,22,419
2806,23,13,201
2807,7,4,317
2808,0,0,26
2809,11,10,265
2810,20,18,544
2811,9,6,153
2812,2,4,92
2813,40,23,690
2814,4,2,115
2815,16,7,788
2816,8,2,289
2817,10,11,520
2818,32,15,652
2819,11,4,182
2820,10,4,441
2821,39,17,764
2822,3,4,183
2823,31,14,471
2824,42,24,851
2825,31,27,507
2826,36,31,695
2827,12,6,250
2828,20,18,582
2829,14,6,437
2830,15,14,315
2831,42,20,772
2832,26,20,685
2833,38,21,797
2834,48,28,974
2835,49,26,787
2836,5,10,280
2837,16,14,649
2838,40,27,695
2839,26,20,750
2840,5,2,60
2841,5,5,78
2842,0,0,29
2843,4,10,309
2844,35,36,668
2845,0,4,59
2846,50,51,1097
2847,40,22,995
2848,41,24,695
2849,4,3,91
2850,21,24,605
2851,44,31,1047
2852,48,22,959
2853,20,9,438
2854,2,0,80
2855,32,31,863
2856,3,6,79
2857,2,2,46
2858,1,4,78
2859,31,16,807
2860,2,4,87
2861,12,13,333
2862,39,28,856
2863,41,36,957
2864,2,2,63
2865,33,28,900
2866,22,45,818
2867,25,16,692
2868,23,9,434
2869,16,12,405
2870,47,16,859
2871,46,24,940
2872,24,8,597
2873,37,10,816
2874,50,25,701
2875,23,18,619
2876,72,26,897
2877,37,37,864
2878,21,16,462
2879,109,46,1622
2880,41,38,810
2881,16,1,207
2882,41,19,870
2883,8,16,460
2884,19,15,546
2885,2,13,284
2886,38,11,827
2887,16,12,432
2888,11,19,447
2889,6,8,238
2890,51,35,1145
2891,10,8,339
2892,35,14,689
2893,31,15,696
2894,22,7,389
2895,3,7,155
2896,28,8,750
2897,22,15,449
2898,15,19,405
2899,28,7,382
2900,46,35,898
2901,22,13,560
2902,30,21,891
2903,14,7,369
2904,26,14,549
2905,23,9,341
2906,25,10,522
2907,23,9,666
2908,51,25,1208
2909,50,36,888
2910,17,13,410
2911,44,13,1090
2912,9,2,111
2913,32,18,602
2914,42,32,972
2915,8,9,231
2916,7,6,183
2917,11,6,245
2918,28,21,624
2919,20,4,515
2920,27,12,508
2921,8,11,247
2922,2,9,279
2923,6,11,330
2924,8,4,194
2925,5,5,119
2926,38,28,1069
2927,2,6,190
2928,18,10,230
2929,26,16,356
2930,10,11,246
2931,60,22,1582
2932,42,15,850
2933,19,8,289
2934,17,17,341
2935,1,0,30
2936,33,16,639
2937,27,21,683
2938,47,25,729
2939,41,14,427
2940,7,11,239
2941,22,11,310
2942,10,3,129
2943,22,5,206
2944,0,2,144
2945,16,30,314
2946,26,20,716
2947,27,14,375
2948,9,8,472
2949,2,0,32
2950,42,20,860
2951,37,19,667
2952,2,0,150
2953,46,29,940
2954,3,3,60
2955,22,15,813
2956,26,28,516
2957,42,20,513
2958,40,30,656
2959,22,29,602
2960,20,18,615
2961,17,7,273
2962,23,17,573
2963,15,6,319
2964,45,24,863
2965,17,16,457
2966,7,3,67
2967,5,3,36
2968,1,3,59
2969,39,20,1057
2970,42,25,718
2971,16,10,332
2972,36,23,724
2973,0,4,55
2974,0,0,21
2975,37,29,590
2976,1,0,18
2977,16,13,591
2978,24,13,349
2979,60,41,1049
2980,46,26,970
2981,34,46,888
2982,39,44,769
2983,16,20,616
2984,0,6,99
2985,2,2,116
2986,75,18,931
2987,40,34,954
2988,44,18,731
2989,5,3,109
2990,50,10,1085
2991,14,16,490
2992,45,16,701
2993,16,15,412
2994,33,49,1202
2995,2,6,122
2996,18,21,500
2997,29,30,938
2998,4,7,98
2999,8,2,270
3000,4,1,78
3001,22,18,386
3002,35,20,760
3003,54,37,1039
3004,3,4,85
3005,37,20,669
3006,1,6,53
3007,20,13,498
3008,30,14,639
3009,2,3,110
3010,26,21,690
3011,31,28,785
3012,43,12,844
3013,7,0,233
3014,31,23,907
3015,56,40,1036
3016,48,16,844
3017,17,16,575
3018,39,23,824
3019,35,25,743
3020,10,14,348
3021,16,5,267
3022,95,45,1011
3023,16,7,252
3024,34,25,810
3025,21,19,729
3026,23,25,627
3027,62,50,1381
3028,62,50,1381
3029,8,7,218
3030,16,6,417
3031,5,6,277
3032,35,27,873
3033,34,16,749
3034,5,1,90
3035,7,5,140
3036,21,5,492
3037,9,4,127
3038,6,9,117
3039,42,23,1019
3040,6,7,247
3041,23,5,278
3042,17,17,488
3043,11,3,244
3044,28,12,752
3045,53,37,1516
3046,26,10,478
3047,31,16,734
3048,20,12,334
3049,12,4,205
3050,54,29,1095
3051,18,7,350
3052,47,11,872
3053,17,11,398
3054,4,0,114
3055,50,27,1666
3056,12,21,342
3057,14,9,374
3058,3,4,117
3059,3,0,86
3060,73,25,1650
3061,6,0,125
3062,21,13,456
3063,4,2,113
3064,17,12,504
3065,30,11,838
3066,13,6,678
3067,0,0,0
3068,11,13,427
3069,34,12,603
3070,10,7,199
3071,19,8,414
3072,13,12,658
3073,12,10,283
3074,15,13,415
3075,4,5,139
3076,16,7,434
3077,0,0,17
3078,9,4,183
3079,33,20,761
3080,29,14,578
3081,13,12,300
3082,52,36,1115
3083,26,16,561
3084,2,0,69
3085,10,4,149
3086,30,20,507
3087,34,22,685
3088,22,16,371
3089,25,32,653
3090,26,12,386
3091,25,22,463
3092,35,48,713
3093,30,25,644
3094,25,16,450
3095,27,13,334
3096,16,4,250
3097,12,13,570
3098,2,0,31
3099,47,16,959
3100,39,15,818
3101,32,16,621
3102,38,18,648
3103,15,19,402
3104,31,10,530
3105,42,23,856
3106,26,24,635
3107,15,15,428
3108,5,2,73
3109,3,1,47
3110,20,13,466
3111,19,11,521
3112,23,13,700
3113,22,21,539
3114,27,10,369
3115,57,14,771
3116,4,0,61
3117,2,2,83
3118,6,5,159
3119,40,21,657
3120,44,16,971
3121,45,19,664
3122,27,8,267
3123,6,3,211
3124,18,9,246
3125,18,12,314
3126,47,30,868
3127,15,12,485
3128,40,31,991
3129,2,2,50
3130,57,29,1186
3131,37,28,1030
3132,58,21,770
3133,33,25,591
3134,9,12,412
3135,4,7,158
3136,42,16,616
3137,22,22,723
3138,47,29,981
3139,27,19,559
3140,7,2,145
3141,33,22,689
3142,11,16,500
3143,3,2,98
3144,3,3,84
3145,17,9,281
3146,22,26,751
3147,51,44,1142
3148,2,1,85
3149,37,28,790
3150,37,28,790
3151,2,4,110
3152,43,44,946
3153,6,3,81
3154,17,25,449
3155,3,8,72
3156,5,2,92
3157,22,21,629
3158,1,5,67
3159,54,45,1082
3160,81,60,1538
3161,39,13,543
3162,10,14,229
3163,5,15,286
3164,8,25,337
3165,15,7,309
3166,28,7,647
3167,33,5,666
3168,67,8,1011
3169,19,10,301
3170,28,19,557
3171,8,3,217
3172,36,28,834
3173,225,93,4949
3174,9,4,255
3175,8,4,203
3176,47,35,983
3177,45,29,723
3178,9,2,391
3179,35,12,627
3180,36,6,1246
3181,48,5,1229
3182,15,11,426
3183,34,20,947
3184,98,23,2604
3185,175,68,4095
3186,15,12,378
3187,13,3,375
3188,16,15,418
3189,25,28,613
3190,26,18,594
3191,43,22,814
3192,14,11,366
3193,67,33,1191
3194,9,3,351
3195,5,7,223
3196,11,5,225
3197,43,38,921
3198,32,40,1023
3199,10,5,167
3200,32,28,606
3201,14,7,275
3202,38,42,905
3203,56,23,1130
3204,15,5,358
3205,33,23,853
3206,38,18,739
3207,7,1,259
3208,48,30,836
3209,0,0,0
3210,8,12,340
3211,21,20,338
3212,9,8,216
3213,7,12,205
3214,20,5,339
3215,26,18,502
3216,68,44,1047
3217,14,12,232
3218,12,8,216
3219,50,22,1003
3220,44,22,676
3221,26,21,729
3222,8,2,222
3223,149,108,3406
3224,12,13,176
3225,33,15,533
3226,12,5,217
3227,21,20,612
3228,13,11,234
3229,10,6,209
3230,34,21,990
3231,15,10,297
3232,19,6,347
3233,29,39,833
3234,43,20,831
3235,12,5,223
3236,26,10,543
3237,23,11,457
3238,8,5,166
3239,39,31,893
3240,12,8,392
3241,26,19,660
3242,66,47,1294
3243,37,50,948
3244,19,18,461
3245,21,15,300
3246,16,12,345
3247,47,39,633
3248,16,13,259
3249,21,14,351
3250,24,38,662
3251,40,18,670
3252,39,27,634
3253,12,11,344
3254,12,8,128
3255,11,4,148
3256,17,8,239
3257,5,7,144
3258,11,11,275
3259,16,7,547
3260,2,1,45
3261,47,28,722
3262,6,1,131
3263,21,26,556
3264,6,2,60
3265,33,13,708
3266,16,5,189
3267,36,32,654
3268,0,3,47
3269,26,10,458
3270,2,1,27
3271,3,4,97
3272,0,3,53
3273,13,7,202
3274,33,22,718
3275,51,33,750
3276,2,3,59
3277,24,24,719
3278,9,5,267
3279,18,16,653
3280,0,1,56
3281,50,57,1674
3282,10,5,206
3283,38,10,686
3284,34,34,835
3285,1,3,54
3286,42,24,742
3287,15,12,273
3288,20,14,443
3289,20,10,377
3290,55,35,1013
3291,153,78,3554
3292,16,4,294
3293,23,10,599
3294,11,12,308
3295,34,10,695
3296,17,27,393
3297,50,26,613
3298,49,18,941
3299,4,6,113
3300,0,1,50
3301,36,35,934
3302,34,34,799
3303,23,12,691
3304,0,4,103
3305,24,15,501
3306,19,21,635
3307,2,3,81
3308,22,22,767
3309,3,4,107
3310,4,6,161
3311,34,26,641
3312,3,10,293
3313,17,37,540
3314,33,30,932
3315,51,33,977
3316,6,3,102
3317,39,40,885
3318,12,9,336
3319,55,67,1204
3320,2,3,58
3321,5,4,267
3322,25,3,391
3323,19,21,510
3324,23,9,441
3325,40,20,841
3326,5,3,272
3327,15,11,426
3328,13,13,690
3329,40,21,651
3330,14,11,361
3331,14,16,499
3332,27,13,580
3333,79,32,1532
3334,6,9,371
3335,5,3,231
3336,18,11,477
3337,38,26,923
3338,21,24,669
3339,30,21,833
3340,4,7,331
3341,10,5,355
3342,3,0,60
3343,14,21,525
3344,15,25,549
3345,19,22,759
3346,17,7,473
3347,32,18,611
3348,9,7,352
3349,50,34,651
3350,15,19,299
3351,10,5,255
3352,5,5,126
3353,19,17,687
3354,15,14,417
3355,25,11,614
3356,19,10,534
3357,6,3,128
3358,24,17,399
3359,12,14,304
3360,20,29,605
3361,21,8,368
3362,35,34,668
3363,32,37,573
3364,6,2,137
3365,25,19,548
3366,11,5,130
3367,26,28,617
3368,14,9,238
3369,13,6,192
3370,4,4,104
3371,34,17,727
3372,11,10,373
3373,16,14,318
3374,22,23,471
3375,23,18,603
3376,15,9,260
3377,39,34,740
3378,26,9,445
3379,31,30,850
3380,2,1,92
3381,9,12,376
3382,34,15,568
3383,34,25,751
3384,46,34,795
3385,39,18,690
3386,2,4,54
3387,3,2,102
3388,2,1,48
3389,4,0,40
3390,1,0,40
3391,2,6,132
3392,52,31,974
3393,10,10,329
3394,43,43,969
3395,58,41,1047
3396,6,4,117
3397,6,26,422
3398,0,1,71
3399,45,17,801
3400,0,3,64
3401,43,35,1061
3402,4,3,43
3403,36,24,666
3404,38,33,1166
3405,39,18,883
3406,63,32,1007
3407,501,206,6012
3408,22,10,471
3409,35,22,498
3410,22,42,859
3411,1,2,85
3412,15,15,297
3413,22,18,632
3414,3,0,77
3415,14,6,409
3416,3,1,62
3417,4,5,76
3418,22,23,588
3419,3,6,101
3420,16,6,383
3421,11,14,357
3422,2,3,111
3423,12,13,539
3424,11,7,170
3425,21,15,425
3426,54,29,999
3427,23,18,704
3428,40,14,663
3429,27,15,568
3430,31,28,918
3431,20,32,882
3432,28,22,552
3433,75,51,1230
3434,53,19,801
3435,51,36,785
3436,8,0,147
3437,21,15,664
3438,7,3,174
3439,38,14,1056
3440,59,21,1251
3441,6,2,150
3442,31,12,797
3443,62,27,1191
3444,3,1,116
3445,32,31,843
3446,154,110,3313
3447,37,19,565
3448,16,3,306
3449,5,5,177
3450,31,20,568
3451,36,35,971
3452,13,18,480
3453,20,9,384
3454,14,5,422
3455,41,20,1027
3456,4,1,62
3457,50,28,909
3458,46,43,999
3459,48,30,926
3460,50,36,894
3461,59,44,925
3462,7,8,200
3463,57,12,895
3464,53,38,928
3465,17,13,506
3466,33,30,715
3467,48,39,995
3468,61,44,878
3469,15,12,197
3470,12,14,405
3471,0,0,28
3472,41,35,970
3473,59,15,933
3474,19,11,277
3475,89,66,1458
3476,25,20,552
3477,35,28,855
3478,55,23,719
3479,11,26,379
3480,56,38,1204
3481,21,13,530
3482,33,13,375
3483,2,0,141
3484,88,55,1966
3485,50,24,827
3486,58,25,833
3487,38,21,854
3488,10,2,156
3489,8,5,121
3490,60,22,885
3491,2,1,179
3492,0,0,0
3493,156,72,2399
3494,81,51,830
3495,12,6,372
3496,53,26,1137
3497,41,7,557
3498,43,17,1288
3499,49,14,928
3500,42,24,676
3501,50,26,1105
3502,61,33,982
3503,7,1,154
3504,21,3,394
3505,6,3,196
3506,5,1,155
3507,7,2,143
3508,1,3,132
3509,2,1,120
3510,47,12,1109
3511,8,3,136
3512,3,2,116
3513,4,1,120
3514,5,1,174
3515,8,1,147
3516,4,0,113
3517,6,1,131
3518,1,0,114
3519,3,4,170
3520,4,3,113
3521,3,1,182
3522,11,3,202
3523,3,6,187
3524,5,0,164
3525,6,1,132
3526,2,0,84
3527,5,0,112
3528,7,6,326
3529,8,2,197
3530,4,2,141
3531,2,1,94
3532,45,14,648
3533,3,0,110
3534,35,10,448
3535,47,27,579
3536,39,14,665
3537,21,14,574
3538,48,48,1010
3539,28,22,542
3540,0,0,0
3541,93,37,1555
3542,24,16,605
3543,23,9,308
3544,27,19,603
3545,278,128,6437
3546,0,0,0
3547,206,199,5260
3548,30,18,482
3549,18,14,497
3550,53,28,892
3551,39,28,984
3552,21,36,854
3553,56,30,1487
3554,5,3,150
3555,62,28,1250
3556,34,28,943
3557,39,33,1189
3558,14,8,522
3559,13,7,368
3560,15,7,591
3561,22,10,806
3562,20,12,433
3563,20,13,579
3564,30,16,638
3565,11,11,353
