"index","pos","neg","len"
5098,18,24,699
5099,16,5,279
5100,28,32,943
5101,19,10,422
5102,16,22,455
5103,20,5,344
5104,9,4,233
5105,27,16,590
5106,32,28,793
5107,67,38,1268
5108,45,16,675
5109,4,5,127
5110,21,4,420
5111,15,10,373
5112,29,20,780
5113,6,7,81
5114,8,7,135
5115,58,19,750
5116,16,27,404
5117,33,21,672
5118,40,33,937
5119,0,0,6
5120,56,23,537
5121,7,2,150
5122,28,9,331
5123,11,11,248
5124,9,2,70
5125,39,23,688
5126,41,19,512
5127,28,13,783
5128,2,3,32
5129,16,9,481
5130,36,28,686
5131,20,20,478
5132,28,17,634
5133,22,28,473
5134,46,36,737
5135,26,14,531
5136,33,21,623
5137,16,14,294
5138,5,2,59
5139,11,12,344
5140,31,27,694
5141,3,2,76
5142,3,3,89
5143,74,39,1765
5144,32,13,529
5145,5,2,37
5146,24,12,501
5147,15,8,368
5148,9,6,234
5149,12,4,233
5150,43,23,1081
5151,9,12,296
5152,32,8,479
5153,59,18,719
5154,21,7,225
5155,55,25,861
5156,17,8,289
5157,31,25,892
5158,31,17,646
5159,29,13,595
5160,39,14,971
5161,17,9,377
5162,2,6,60
5163,28,15,658
5164,15,23,470
5165,47,23,621
5166,1,3,72
5167,34,23,913
5168,4,1,55
5169,23,39,921
5170,1,2,47
5171,54,19,950
5172,28,15,593
5173,35,19,771
5174,24,25,774
5175,1,3,37
5176,42,30,993
5177,18,20,562
5178,50,37,1195
5179,5,12,157
5180,0,0,55
5181,46,38,853
5182,29,22,703
5183,5,5,144
5184,48,45,1335
5185,20,16,420
5186,37,48,1023
5187,36,36,835
5188,4,4,129
5189,38,46,1113
5190,0,4,67
5191,3,6,136
5192,61,15,777
5193,17,7,399
5194,41,5,829
5195,23,11,399
5196,44,34,1081
5197,25,14,800
5198,38,21,1016
5199,44,28,936
5200,31,19,624
5201,54,24,769
5202,188,79,4117
5203,20,4,661
5204,115,25,2062
5205,17,5,377
5206,43,12,1712
5207,16,9,418
5208,16,8,315
5209,45,33,1163
5210,26,21,876
5211,98,38,2617
5212,169,60,4055
5213,6,1,228
5214,31,11,702
5215,31,13,626
5216,36,33,783
5217,79,50,1344
5218,5,11,415
5219,69,25,1121
5220,4,4,258
5221,12,4,228
5222,10,8,327
5223,20,27,714
5224,15,13,543
5225,10,6,434
5226,12,8,263
5227,26,8,663
5228,18,10,315
5229,30,13,1004
5230,13,6,393
5231,15,3,366
5232,36,36,789
5233,65,27,860
5234,17,8,253
5235,4,1,91
5236,2,1,120
5237,24,21,799
5238,20,35,760
5239,15,13,237
5240,40,22,695
5241,11,15,357
5242,22,15,487
5243,16,13,435
5244,162,117,3863
5245,22,26,544
5246,10,6,194
5247,32,14,439
5248,6,4,178
5249,7,9,306
5250,41,26,917
5251,9,12,218
5252,23,15,372
5253,38,25,578
5254,10,14,269
5255,27,12,656
5256,23,30,975
5257,33,19,593
5258,26,21,601
5259,39,36,979
5260,32,11,597
5261,3,2,314
5262,3,3,160
5263,29,9,594
5264,15,5,366
5265,8,5,136
5266,6,5,237
5267,2,2,108
5268,21,17,470
5269,24,19,627
5270,40,28,530
5271,8,3,108
5272,9,11,138
5273,26,23,693
5274,1,0,7
5275,17,11,294
5276,41,27,764
5277,30,42,697
5278,14,12,290
5279,47,25,696
5280,14,15,443
5281,8,4,142
5282,49,16,667
5283,39,20,541
5284,16,8,450
5285,2,0,31
5286,31,34,404
5287,20,16,297
5288,28,24,701
5289,6,9,201
5290,28,18,622
5291,4,2,58
5292,57,35,707
5293,37,27,626
5294,1,1,41
5295,13,7,586
5296,46,19,615
5297,33,24,678
5298,55,42,1202
5299,3,2,62
5300,78,47,1621
5301,12,5,237
5302,56,18,997
5303,2,1,66
5304,24,19,804
5305,0,1,34
5306,43,16,854
5307,3,3,89
5308,19,12,402
5309,13,4,178
5310,59,22,946
5311,182,85,4006
5312,27,9,600
5313,19,29,595
5314,34,30,721
5315,33,19,593
5316,7,3,75
5317,0,1,96
5318,23,23,795
5319,33,41,936
5320,37,9,667
5321,33,31,673
5322,5,0,92
5323,25,28,655
5324,19,14,511
5325,32,11,543
5326,27,7,637
5327,43,30,1063
5328,73,64,1026
5329,20,29,776
5330,42,24,638
5331,24,17,965
5332,62,24,850
5333,51,13,808
5334,20,6,241
5335,23,16,490
5336,3,3,82
5337,24,20,465
5338,4,12,248
5339,34,29,875
5340,61,31,1229
5341,26,20,744
5342,34,24,947
5343,5,4,101
5344,16,7,177
5345,0,10,99
5346,18,16,479
5347,4,3,93
5348,27,27,624
5349,68,52,2038
5350,30,62,1213
5351,17,17,527
5352,0,3,86
5353,32,55,939
5354,10,20,453
5355,30,62,1213
5356,10,13,407
5357,19,8,333
5358,22,15,702
5359,15,3,342
5360,23,13,495
5361,36,17,806
5362,9,2,349
5363,22,17,577
5364,26,13,410
5365,32,23,626
5366,36,25,638
5367,11,10,113
5368,12,7,336
5369,10,12,431
5370,38,28,746
5371,13,16,468
5372,15,14,317
5373,71,41,1170
5374,32,20,728
5375,55,27,1270
5376,7,10,266
5377,44,59,1340
5378,29,40,771
5379,11,23,532
5380,17,25,607
5381,15,13,530
5382,9,15,316
5383,13,19,388
5384,51,21,920
5385,15,17,494
5386,5,5,120
5387,20,17,628
5388,14,16,602
5389,6,5,207
5390,18,8,303
5391,24,25,568
5392,9,4,95
5393,29,16,675
5394,30,30,675
5395,50,22,655
5396,20,16,374
5397,28,23,732
5398,26,11,330
5399,7,3,134
5400,6,19,175
5401,23,22,476
5402,21,9,511
5403,1,1,19
5404,21,11,612
5405,22,20,534
5406,30,26,680
5407,45,24,1073
5408,37,34,908
5409,10,6,365
5410,2,2,47
5411,38,26,673
5412,20,11,583
5413,1,0,21
5414,2,0,23
5415,58,21,955
5416,46,35,1223
5417,13,6,237
5418,34,28,717
5419,4,1,22
5420,31,24,616
5421,1,1,50
5422,1,1,28
5423,20,7,518
5424,42,24,956
5425,3,4,61
5426,43,23,970
5427,24,21,827
5428,63,26,883
5429,58,31,1438
5430,37,41,1042
5431,47,48,1000
5432,29,18,440
5433,7,7,116
5434,6,2,132
5435,30,21,808
5436,3,0,98
5437,38,28,741
5438,34,39,827
5439,51,42,927
5440,6,8,264
5441,16,34,684
5442,7,4,124
5443,47,40,923
5444,64,30,1077
5445,4,7,115
5446,10,7,246
5447,1,4,80
5448,29,23,861
5449,22,13,398
5450,6,6,143
5451,30,17,733
5452,15,20,660
5453,32,35,1022
5454,24,17,1351
5455,4,1,70
5456,31,33,754
5457,14,18,405
5458,30,52,996
5459,41,42,1035
5460,28,33,771
5461,50,33,991
5462,1,5,90
5463,51,51,985
5464,62,39,991
5465,9,2,133
5466,35,25,859
5467,7,2,162
5468,53,19,1151
5469,79,41,2079
5470,1,3,156
5471,51,19,1420
5472,51,25,1272
5473,8,0,146
5474,24,16,518
5475,36,13,563
5476,24,15,558
5477,24,15,558
5478,28,28,774
5479,35,20,693
5480,40,21,875
5481,35,25,735
5482,33,24,702
5483,58,27,812
5484,13,7,164
5485,109,82,2799
5486,109,82,2799
5487,26,7,577
5488,51,17,841
5489,28,15,563
5490,33,19,710
5491,30,12,694
5492,14,17,677
5493,57,40,978
5494,30,56,925
5495,37,20,900
5496,29,45,763
5497,40,23,915
5498,31,40,829
5499,2,1,69
5500,40,30,619
5501,104,36,1110
5502,33,21,649
5503,17,14,404
5504,40,10,725
5505,71,20,974
5506,6,15,219
5507,10,7,352
5508,41,27,709
5509,41,20,655
5510,25,13,504
5511,62,41,1098
5512,31,33,567
5513,19,10,416
5514,15,9,273
5515,13,10,399
5516,55,39,1089
5517,28,32,616
5518,31,20,537
5519,17,14,416
5520,17,10,490
5521,51,13,799
5522,87,45,1004
5523,63,16,940
5524,5,1,206
5525,1,0,30
5526,63,39,1341
5527,55,34,837
5528,112,118,2527
5529,34,16,1000
5530,43,16,851
5531,58,35,765
5532,4,1,78
5533,10,9,376
5534,28,11,521
5535,40,27,667
5536,105,59,2089
5537,31,24,567
5538,69,29,1153
5539,45,21,1060
5540,14,7,484
5541,1,2,142
5542,8,0,167
5543,3,0,98
5544,2,0,96
5545,3,2,103
5546,11,1,172
5547,6,2,163
5548,9,6,189
5549,18,2,271
5550,7,1,177
5551,3,0,89
5552,9,5,193
5553,7,1,126
5554,4,0,81
5555,2,1,95
5556,4,2,108
5557,6,1,160
5558,2,0,87
5559,4,0,224
5560,3,0,140
5561,5,1,109
5562,3,0,157
5563,7,1,124
5564,4,1,138
5565,4,0,121
5566,8,0,137
5567,7,0,106
5568,25,4,410
5569,46,27,1194
5570,5,1,82
5571,3,0,159
5572,1,0,97
5573,8,4,137
5574,8,1,183
5575,3,1,114
5576,80,41,1251
5577,3,0,146
5578,40,24,1248
5579,26,9,480
5580,39,30,807
5581,31,14,498
5582,202,126,3209
5583,170,117,3369
5584,21,20,551
5585,77,63,1294
5586,187,113,3869
5587,187,113,3869
5588,0,0,0
5589,130,75,2106
5590,32,28,850
5591,132,93,2782
5592,28,10,407
5593,166,135,3406
5594,201,121,4227
5595,69,35,1525
5596,0,0,0
5597,76,54,1112
5598,31,18,599
5599,44,35,934
5600,0,0,0
5601,17,7,438
5602,78,25,1496
5603,45,36,1105
5604,36,20,773
5605,71,59,1673
5606,2,0,157
5607,20,10,664
5608,48,15,756
5609,14,1,245
5610,32,26,672
5611,20,11,531
5612,32,11,617
5613,25,21,618
5614,34,18,626
5615,43,18,644
5616,28,15,523
5617,11,6,262
5618,30,9,894
5619,52,12,2330
5620,69,14,2199
5621,44,13,2117
5622,74,19,2439
5623,5,5,120
5624,29,20,594
5625,69,56,2131
5626,41,23,964
5627,30,7,524
5628,19,9,421
5629,35,9,822
5630,17,6,347
5631,24,8,459
5632,36,50,676
5633,36,23,676
5634,20,13,364
5635,45,47,908
5636,62,51,961
5637,39,56,741
5638,24,21,674
5639,155,81,1791
5640,23,26,415
5641,20,18,624
5642,103,56,1505
5643,21,17,421
5644,33,16,885
5645,27,20,744
5646,33,13,457
5647,75,61,1674
5648,30,8,577
5649,19,10,457
5650,18,16,480
5651,47,20,1136
5652,58,21,997
5653,27,13,818
5654,5,2,55
5655,5,4,86
5656,0,4,42
5657,38,21,677
5658,18,20,485
5659,33,20,607
5660,26,27,670
5661,55,42,1197
5662,32,33,692
5663,22,12,522
5664,1,1,45
5665,39,23,661
5666,19,9,450
5667,16,12,450
5668,34,33,788
5669,2,1,19
5670,5,1,77
5671,45,27,931
5672,5,1,54
5673,18,9,271
5674,26,32,726
5675,0,0,27
5676,29,25,693
5677,26,29,686
5678,29,32,810
5679,211,110,4307
5680,68,29,1240
5681,134,112,3240
5682,71,35,1253
5683,34,33,733
5684,11,14,385
5685,66,28,1209
5686,1,1,27
5687,31,14,449
5688,40,24,792
5689,58,48,1310
5690,56,37,861
5691,41,30,826
5692,37,27,713
5693,8,3,156
5694,49,22,1212
5695,51,20,1398
5696,31,7,592
5697,24,9,458
5698,51,32,1488
5699,50,38,1315
5700,15,7,337
5701,93,39,2173
5702,53,31,1245
5703,25,6,504
5704,65,35,1336
5705,86,39,1245
5706,40,32,1008
5707,42,29,935
5708,33,20,763
5709,28,32,866
5710,0,0,32
5711,4,11,267
5712,27,15,476
5713,36,21,696
5714,34,35,985
5715,16,17,519
5716,1,9,159
5717,7,6,136
5718,32,25,662
5719,36,43,1130
5720,25,45,949
5721,62,47,1304
5722,41,54,1200
5723,13,9,363
5724,52,59,1234
5725,34,31,712
5726,45,35,1069
5727,26,26,985
5728,34,18,733
5729,69,21,1191
5730,24,8,527
5731,2,3,129
5732,24,12,740
5733,13,4,294
5734,19,15,389
5735,20,17,517
5736,2,0,79
5737,26,24,600
5738,50,49,1226
5739,4,2,97
5740,34,16,727
5741,6,0,175
5742,27,18,632
5743,17,19,856
5744,16,7,601
5745,42,22,971
5746,25,5,389
5747,54,12,915
5748,30,12,682
5749,40,30,766
5750,11,6,220
5751,8,7,286
5752,51,35,1085
5753,30,26,1055
5754,5,5,255
5755,14,19,397
5756,18,14,496
5757,21,18,503
5758,28,28,800
5759,7,24,572
5760,17,6,284
5761,55,19,928
5762,52,27,1408
5763,27,11,731
5764,4,5,123
5765,50,34,1179
5766,15,14,518
5767,50,49,1218
5768,14,15,673
5769,2,4,138
5770,22,24,462
5771,70,52,1088
5772,46,26,657
5773,7,10,204
5774,25,14,211
5775,34,6,339
5776,32,16,480
5777,7,6,164
5778,43,27,484
5779,9,4,188
5780,51,50,997
5781,6,8,444
5782,113,45,2533
5783,1,0,42
5784,49,19,763
5785,39,24,648
5786,45,35,725
5787,20,12,289
5788,35,22,733
5789,32,17,670
5790,13,20,529
5791,20,20,539
5792,35,25,721
5793,1,0,29
5794,13,7,346
5795,0,1,41
5796,8,14,294
5797,27,22,757
5798,0,2,38
5799,10,6,177
5800,16,12,327
5801,40,18,1010
5802,27,20,623
5803,61,22,758
5804,29,19,741
5805,32,14,560
5806,43,29,882
5807,78,44,1752
5808,9,3,337
5809,62,31,857
5810,29,22,743
5811,68,20,1303
5812,35,25,735
5813,31,21,736
5814,5,5,58
5815,30,10,728
5816,50,17,1013
5817,48,23,837
5818,28,15,832
5819,16,30,635
5820,52,21,1036
5821,26,24,598
5822,46,26,1014
5823,38,38,784
5824,9,16,393
5825,11,13,285
5826,30,26,778
5827,9,7,203
5828,43,40,966
5829,16,18,584
5830,31,25,849
5831,11,6,302
5832,59,25,1120
5833,32,26,776
5834,9,14,218
5835,43,49,1095
5836,28,12,622
5837,36,57,1151
5838,39,22,597
5839,38,23,772
5840,18,17,377
5841,41,16,744
5842,29,18,627
5843,15,11,319
5844,30,20,592
5845,54,13,751
5846,48,24,997
5847,37,27,907
5848,10,5,253
5849,55,33,1082
5850,21,16,455
5851,11,10,429
5852,9,14,307
5853,21,19,552
5854,19,6,341
5855,19,14,402
5856,42,20,738
5857,36,17,722
5858,57,30,838
5859,9,9,339
5860,56,22,1019
5861,33,25,820
5862,6,7,301
5863,0,0,0
5864,54,52,1368
5865,35,39,733
5866,80,29,1225
5867,42,20,799
5868,19,6,503
5869,27,15,841
5870,40,26,1030
5871,22,7,523
5872,8,5,155
5873,0,0,27
5874,7,12,358
5875,24,42,857
5876,34,16,749
5877,32,27,798
5878,40,37,659
5879,33,23,533
5880,41,44,906
5881,17,9,179
5882,11,12,264
5883,30,16,472
5884,26,5,151
5885,24,28,538
5886,40,25,662
5887,30,16,546
5888,32,16,405
5889,6,8,377
5890,2,1,30
5891,13,11,515
5892,37,27,965
5893,2,4,196
5894,12,6,203
5895,3,2,89
5896,20,15,622
5897,21,27,687
5898,36,19,593
5899,6,9,217
5900,12,4,122
5901,0,0,54
5902,28,30,947
5903,17,12,368
5904,31,25,734
5905,51,34,752
5906,1,0,79
5907,1,3,54
5908,48,27,788
5909,8,8,177
5910,2,0,32
5911,153,93,3520
5912,11,7,395
5913,29,15,633
5914,5,1,64
5915,47,22,746
5916,31,17,575
5917,31,17,577
5918,52,33,803
5919,17,10,278
5920,45,17,810
5921,33,16,640
5922,2,4,122
5923,51,38,967
5924,6,2,104
5925,30,23,502
5926,17,12,641
5927,29,11,511
5928,33,12,695
5929,22,18,453
5930,35,18,928
5931,4,4,102
5932,35,25,752
5933,3,4,121
5934,8,2,102
5935,1,4,103
5936,41,31,984
5937,16,26,673
5938,7,4,106
5939,35,52,1189
5940,20,12,346
5941,51,55,1395
5942,20,18,862
5943,4,3,77
5944,45,27,1101
5945,58,84,2033
5946,3,3,107
5947,38,31,1009
5948,29,37,858
5949,5,11,207
5950,56,37,1169
5951,50,36,824
5952,56,14,874
5953,10,7,384
5954,16,13,775
5955,11,10,330
5956,25,22,679
5957,29,20,500
5958,29,16,619
5959,49,26,915
5960,42,11,456
5961,19,2,279
5962,84,75,1365
5963,43,27,725
5964,13,10,412
5965,19,11,396
5966,69,33,1036
5967,1,3,103
5968,30,25,1019
5969,23,16,647
5970,15,23,502
5971,22,10,721
5972,18,15,555
5973,7,5,192
5974,20,13,603
5975,45,7,752
5976,0,3,38
5977,16,5,279
5978,14,1,240
5979,18,8,315
5980,8,1,85
5981,12,4,104
5982,36,30,714
5983,16,5,293
5984,22,12,445
5985,37,20,620
5986,45,20,609
5987,20,14,534
5988,29,15,592
5989,8,3,359
5990,29,14,618
5991,45,30,1305
5992,0,0,0
5993,7,6,370
5994,29,17,625
5995,41,29,961
5996,23,26,767
5997,18,13,310
5998,39,34,1154
5999,21,10,477
6000,20,21,431
6001,39,30,1004
6002,15,6,226
6003,13,14,413
6004,9,5,166
6005,21,18,487
6006,14,15,359
6007,18,9,336
6008,0,0,0
6009,13,5,314
6010,56,32,612
6011,17,16,660
6012,51,47,1147
6013,22,17,477
6014,49,17,1024
6015,15,9,162
6016,30,21,385
6017,30,16,455
6018,32,11,649
6019,47,25,727
6020,9,9,504
6021,3,2,25
6022,30,25,1019
6023,33,10,1080
6024,23,8,584
6025,2,0,150
6026,25,11,701
6027,26,21,688
6028,12,6,413
6029,1,1,79
6030,28,27,868
6031,2,3,56
6032,53,34,1255
6033,40,26,811
6034,44,40,779
6035,25,12,507
6036,20,20,550
6037,29,30,524
6038,1,0,32
6039,73,33,1390
6040,25,21,348
6041,0,0,62
6042,9,1,148
6043,60,14,996
6044,40,21,781
6045,26,23,666
6046,27,14,752
6047,38,28,910
6048,53,30,1078
6049,15,10,344
6050,3,5,120
6051,7,17,323
6052,13,2,128
6053,11,12,283
6054,45,34,729
6055,21,6,321
6056,43,23,706
6057,13,15,517
6058,23,18,485
6059,44,31,982
6060,44,36,991
6061,93,27,1705
6062,5,8,179
6063,2,3,71
6064,13,20,541
6065,24,20,396
6066,27,55,1059
6067,32,11,835
6068,38,37,1104
6069,27,13,545
6070,28,12,626
6071,11,22,477
6072,15,10,260
6073,2,2,89
6074,9,2,108
6075,4,3,76
6076,63,52,1113
6077,23,20,883
6078,56,56,1088
6079,9,5,120
6080,52,50,1099
6081,42,51,998
6082,20,36,550
6083,37,40,928
6084,48,15,620
6085,57,20,1084
6086,40,30,970
6087,10,2,347
6088,50,20,1104
6089,18,4,489
6090,23,10,419
6091,21,10,395
6092,22,10,599
6093,35,22,793
6094,44,34,841
6095,26,17,731
6096,8,13,361
6097,60,34,1099
6098,20,11,357
6099,13,13,296
6100,23,7,377
6101,25,24,497
6102,17,23,592
6103,44,24,1031
6104,37,41,777
6105,21,17,832
6106,10,3,162
6107,36,20,700
6108,43,31,966
6109,2,11,350
6110,20,13,734
6111,44,27,1044
6112,3,1,80
6113,35,16,490
6114,29,20,754
6115,28,11,400
6116,24,18,687
6117,9,9,222
6118,82,36,1566
6119,5,6,233
6120,22,9,178
6121,7,5,406
6122,19,12,741
6123,57,27,1059
6124,12,17,660
6125,37,17,548
6126,4,0,113
6127,5,8,137
6128,8,2,135
6129,0,0,105
6130,47,45,1286
6131,6,0,107
6132,26,10,375
6133,11,5,318
6134,55,19,1364
6135,17,11,608
6136,13,9,648
6137,0,0,0
6138,29,26,619
6139,14,13,460
6140,21,23,647
6141,28,18,958
6142,31,15,625
6143,29,28,758
6144,4,5,120
6145,9,8,372
6146,0,0,0
6147,17,15,553
6148,46,20,634
6149,31,19,549
6150,31,22,680
6151,10,5,137
6152,1,0,5
6153,22,10,307
6154,11,5,199
6155,4,3,146
6156,39,44,637
6157,40,30,648
6158,14,28,368
6159,12,12,305
6160,30,26,739
6161,20,7,342
6162,2,3,97
6163,7,11,407
6164,2,0,37
6165,38,14,670
6166,1,4,24
6167,30,27,776
6168,24,30,705
6169,9,17,448
6170,0,1,44
6171,2,1,50
6172,59,25,1054
6173,1,1,30
6174,30,22,621
6175,30,19,792
6176,33,30,609
6177,15,20,458
6178,47,32,940
6179,3,1,26
6180,14,12,504
6181,2,1,63
6182,7,3,135
6183,10,17,324
6184,34,20,809
6185,46,26,960
6186,30,19,742
6187,35,16,687
6188,50,32,1001
6189,56,22,869
6190,12,7,230
6191,22,17,497
6192,10,20,272
6193,18,4,224
6194,47,13,696
6195,18,5,326
6196,38,21,736
6197,10,9,129
6198,28,16,571
6199,5,13,109
6200,55,44,1001
6201,44,14,927
6202,34,54,960
6203,177,97,2487
6204,53,50,1055
6205,58,22,1188
6206,19,23,551
6207,38,24,758
6208,2,3,68
6209,36,20,875
6210,2,1,92
6211,4,3,101
6212,6,1,219
6213,1,2,143
6214,27,38,749
6215,3,7,198
6216,26,45,716
6217,26,45,716
6218,21,25,634
6219,14,16,408
6220,27,29,671
6221,31,27,804
6222,39,24,854
6223,47,42,977
6224,54,36,739
6225,5,0,109
6226,26,11,515
6227,13,25,539
6228,3,1,79
6229,15,14,250
6230,27,16,550
6231,26,40,833
6232,29,42,697
6233,57,36,956
6234,23,37,567
6235,47,49,1056
6236,47,49,1056
6237,69,48,1086
6238,12,1,288
6239,15,0,343
6240,28,17,605
6241,27,27,837
6242,50,26,977
6243,56,28,1324
6244,40,33,1033
6245,43,21,654
6246,45,13,1092
6247,186,75,3936
6248,17,8,253
6249,19,5,399
6250,45,16,1577
6251,5,0,234
6252,41,19,1031
6253,25,8,597
6254,32,11,796
6255,123,38,2455
6256,168,71,3536
6257,41,26,945
6258,52,35,1035
6259,25,20,584
6260,69,60,1555
6261,43,26,839
6262,77,46,1349
6263,21,18,581
6264,5,10,204
6265,20,12,562
6266,58,41,1149
6267,30,38,667
6268,12,5,361
6269,35,13,565
6270,17,16,415
6271,3,7,198
6272,61,23,833
6273,49,15,745
6274,8,2,195
6275,0,3,152
6276,22,21,713
6277,0,0,0
6278,16,7,410
6279,20,10,535
6280,28,22,563
6281,8,15,182
6282,10,8,295
6283,6,4,209
6284,9,8,234
6285,128,78,2979
6286,20,7,383
6287,11,8,179
6288,8,7,217
6289,12,11,599
6290,20,15,420
6291,12,18,420
6292,14,4,339
6293,23,19,373
6294,13,4,297
6295,42,37,1080
6296,32,24,884
6297,8,5,133
6298,19,14,463
6299,20,18,474
6300,23,16,408
6301,15,9,419
6302,71,29,1155
6303,2,1,64
6304,12,11,186
6305,40,46,670
6306,18,7,329
6307,0,1,7
6308,43,15,791
6309,5,6,120
6310,19,39,665
6311,23,38,472
6312,33,9,551
6313,42,20,706
6314,9,2,186
6315,26,22,527
6316,17,12,530
6317,1,1,22
6318,23,12,750
6319,8,10,320
6320,19,12,423
6321,33,13,819
6322,1,2,41
6323,2,5,66
6324,5,1,54
6325,0,3,55
6326,78,35,780
6327,20,14,502
6328,52,45,1156
6329,13,11,315
6330,23,8,614
6331,39,32,1058
6332,28,12,509
6333,16,16,456
6334,22,20,617
6335,3,1,43
6336,0,0,32
6337,2,1,67
6338,37,30,907
6339,9,5,279
6340,15,17,542
6341,32,20,695
6342,28,10,590
6343,38,24,645
6344,40,34,804
6345,29,43,637
6346,23,13,486
6347,21,19,691
6348,162,84,3894
6349,1,3,54
6350,66,32,987
6351,5,0,80
6352,45,14,662
6353,23,7,328
6354,0,3,94
6355,3,4,62
6356,49,31,1019
6357,51,26,760
6358,52,32,971
6359,52,48,1165
6360,17,22,359
6361,34,23,613
6362,47,29,1007
6363,21,21,773
6364,25,26,574
6365,14,15,413
6366,28,22,907
6367,23,26,544
6368,1,2,74
6369,12,15,321
6370,29,20,688
6371,1,5,67
6372,3,2,57
6373,10,8,313
6374,22,15,671
6375,14,11,369
6376,14,4,272
6377,5,3,185
6378,8,8,231
6379,23,18,721
6380,39,25,997
6381,17,25,549
6382,33,32,837
6383,0,1,65
6384,29,33,710
6385,5,6,75
6386,13,21,522
6387,45,34,731
6388,37,58,932
6389,39,26,743
6390,50,16,995
6391,42,14,900
6392,19,5,494
6393,30,19,692
6394,48,33,868
6395,62,36,1562
6396,26,14,614
6397,39,29,759
6398,3,1,161
6399,15,8,324
6400,14,7,506
6401,72,30,1422
6402,6,10,407
6403,5,5,80
6404,18,8,361
6405,17,16,356
6406,24,36,821
6407,15,27,719
6408,8,0,135
6409,30,26,655
6410,36,34,921
6411,33,11,407
6412,15,12,567
6413,18,8,364
6414,13,9,401
6415,8,14,274
6416,24,21,658
6417,17,7,372
6418,17,8,381
6419,1,0,115
6420,15,6,306
6421,5,5,129
6422,2,3,131
6423,14,6,294
6424,14,16,389
6425,27,31,611
6426,18,12,625
6427,14,12,623
6428,0,0,0
6429,49,29,1777
6430,8,7,261
6431,22,26,646
6432,36,22,462
6433,31,29,576
6434,3,4,97
6435,31,23,576
6436,31,26,610
6437,44,22,625
6438,34,24,656
6439,10,14,146
6440,30,19,432
6441,16,9,246
6442,63,45,778
6443,28,30,716
6444,2,11,323
6445,5,4,40
6446,4,3,84
6447,16,14,378
6448,27,21,717
6449,28,17,620
6450,13,9,256
6451,30,29,673
6452,4,3,59
6453,67,49,948
6454,24,14,363
6455,0,0,53
6456,2,5,84
6457,36,22,800
6458,35,26,658
6459,4,0,59
6460,3,1,45
6461,42,42,1369
6462,34,19,700
6463,33,15,852
6464,5,1,74
6465,36,17,740
6466,27,27,474
6467,34,27,758
6468,22,13,308
6469,26,18,536
6470,21,18,406
6471,36,20,799
6472,33,18,458
6473,3,3,98
6474,33,20,776
6475,12,1,140
6476,1,6,96
6477,26,15,587
6478,49,33,708
6479,1,5,91
6480,10,5,96
6481,1,6,100
6482,47,31,980
6483,5,3,101
6484,16,30,611
6485,3,4,105
6486,43,29,998
6487,21,35,855
6488,24,14,504
6489,1,3,123
6490,38,43,1010
6491,3,3,89
6492,34,20,730
6493,8,11,419
6494,38,40,911
6495,49,34,900
6496,28,45,570
6497,2,2,86
6498,24,36,555
6499,114,81,1918
6500,26,21,360
6501,31,19,609
6502,47,48,1119
6503,60,68,1501
6504,2,3,55
6505,78,10,769
6506,56,25,1135
6507,92,50,1318
6508,44,20,965
6509,10,2,151
6510,59,25,1177
6511,63,23,1373
6512,8,3,139
6513,36,23,1372
6514,8,2,125
6515,40,12,744
6516,66,35,1706
6517,58,26,1190
6518,1,4,146
6519,21,11,456
6520,6,2,167
6521,37,30,945
6522,28,28,956
6523,51,26,1037
6524,26,17,549
6525,1,3,121
6526,14,13,305
6527,18,7,329
6528,52,26,932
6529,36,17,685
6530,49,31,1035
6531,63,72,1070
6532,52,37,930
6533,28,20,520
6534,10,4,217
6535,56,29,974
6536,55,29,939
6537,17,15,483
6538,94,61,1987
6539,56,24,998
6540,54,34,734
6541,50,17,923
6542,20,13,407
6543,30,16,482
6544,17,12,304
6545,25,19,479
6546,43,18,529
6547,29,37,943
6548,31,29,791
6549,5,7,134
6550,40,21,678
6551,109,39,1664
6552,55,36,807
6553,0,6,215
6554,45,30,804
6555,111,73,2564
6556,44,41,982
6557,3,0,120
6558,40,19,861
6559,13,11,517
6560,54,30,943
6561,17,10,313
6562,82,43,1165
6563,56,35,1075
6564,43,28,674
6565,65,26,1373
6566,51,35,1368
6567,30,17,551
6568,71,33,1640
6569,50,24,822
6570,22,29,590
6571,26,13,482
6572,12,19,563
6573,28,10,770
6574,0,0,0
6575,228,196,6999
6576,35,28,843
6577,186,117,3991
6578,40,22,533
6579,17,28,357
6580,40,35,418
6581,29,20,542
6582,82,48,1443
6583,23,11,584
6584,9,2,154
6585,28,28,778
6586,61,30,1134
6587,57,43,1325
6588,16,11,800
6589,65,30,1352
6590,63,43,1391
6591,18,11,420
6592,22,15,612
6593,39,13,816
6594,57,11,827
6595,31,2,517
6596,23,14,502
6597,24,12,634
6598,36,18,819
6599,25,13,587
6600,27,10,604
6601,30,14,510
6602,65,8,2375
6603,63,18,2020
6604,54,13,2258
6605,68,19,2275
6606,11,8,435
6607,5,5,122
6608,12,7,417
6609,24,12,792
6610,0,0,0
6611,81,75,2107
6612,42,24,1032
6613,29,19,581
6614,34,29,762
6615,52,33,818
6616,51,23,901
6617,39,18,658
6618,15,12,398
6619,45,39,648
6620,43,34,971
6621,28,14,479
6622,37,29,677
6623,35,15,431
6624,71,31,934
6625,21,7,303
